Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,target,Rating color,Rating text,Votes
18360284,Let's Meet Up,1.0,New Delhi,"I-1, Shop 2, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.14399081,28.64679749,"Fast Food, Bakery",350.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.2,Orange,Average,
5702,Sanjay Pandit Bhojnalaya,,Noida,"Khoda Colony, Deepak Vihar, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.3532162,28.6099807,North Indian,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,2.0
304592,Bobby Tikki Wala,1.0,New Delhi,"G-1, Ajnara Tower, DDA Market, Plot Number 1, Savita Vihar, Near Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",,28.6603647,Street Food,150.0,Indian Rupees(Rs.),No,No,No,No,,2.8,Orange,Average,
18306524,Biryani Blues,1.0,New Delhi,"Kiosk 4, Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Worldmark 1, Aerocity, New Delhi",77.12179529,-42.206274079274976,"Biryani, Hyderabadi",1000.0,Indian Rupees(Rs.),No,No,No,No,,3.6,Yellow,Good,
300874,Shanu's Food Shop,1.0,New Delhi,"3, Block C8, DDA Market, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.1602156,28.6906395,"North Indian, Chinese, Fast Food",,Indian Rupees(Rs.),No,Yes,No,No,,2.8,Orange,Average,-2241.181684342359
18477428,Yummy Cake,1.0,Faridabad,"285, DDA Flat, Suraj Kund Road, Pul Prahladpur, Suraj Kund, Faridabad",Suraj Kund,"Suraj Kund, Faridabad",0.0,,Bakery,,Indian Rupees(Rs.),No,No,No,No,,3.0,Orange,Average,
18057805,Biryani Binge,,New Delhi,"Mandakini Enclave, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25034475,28.53141028,"North Indian, Biryani",,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.9,Yellow,Good,97.0
305269,Bonne Bouche,,New Delhi,"Shop 16, 1st Floor, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",232.139561662814,28.5734471,"Italian, French",1750.0,Indian Rupees(Rs.),Yes,Yes,No,No,,4.1,Green,Very Good,
9267,China Town,1.0,New Delhi,"Basant Lok Market, Opposite Modern Bazar, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",,28.55882222,"Chinese, Fast Food",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.9,Orange,Average,7.0
310357,Food Point and Sweets Corner,-291.05966926329165,New Delhi,"Near Tura Mandi, Old Kakrola Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9911162,28.6119984,"South Indian, Fast Food, North Indian, Chinese",250.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,2.0
18460328,Punjabi Dhaba,,New Delhi,"Shop BE-106A, Hari Nagar, Near Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",0.0,0.0,North Indian,300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,3.0
3910,24/7 Restaurant - The Lalit New Delhi,1.0,New Delhi,"The Lalit, Barakhamba Avenue, Barakhamba Road, New Delhi","The Lalit New Delhi, Barakhamba Road","The Lalit New Delhi, Barakhamba Road, New Delhi",77.22756944,28.63148611,"Continental, North Indian, Italian, Asian",-37177.57166143142,Indian Rupees(Rs.),Yes,No,No,No,4.0,3.7,Yellow,Good,419.0
18382355,Pizza Express,1.0,Faridabad,"Shop 232, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",,28.3630576,"Pizza, Fast Food",400.0,Indian Rupees(Rs.),No,No,No,No,-3.4504263169522864,0.0,White,Not rated,1.0
5800710,The Manhattan Fish Market,-291.05966926329165,Colombo,"31, Deal Place, Off R.A. De Mel Mawatha, Kollupitiya, Colombo 03","Kollupitiya, Colombo 03","Kollupitiya, Colombo 03, Colombo",79.85336389,6.906813889,"Seafood, Italian",4500.0,Sri Lankan Rupee(LKR),No,No,No,No,,4.0,Green,Very Good,196.0
18317229,Radhe Shyam,1.0,New Delhi,"M-6, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",,,Street Food,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.8,Orange,Average,
309586,Kinbuck 2,,New Delhi,"P-10/90, 1st & 2nd Floor, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",232.139561662814,28.6320976,"North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese",1600.0,Indian Rupees(Rs.),No,No,No,No,,3.9,Yellow,Good,1286.0
18486867,Alam Biryani,1.0,New Delhi,"Outside Tamil Sangam Building, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",,28.5642458,Biryani,,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
673,Wimpy,,New Delhi,"31, Aurobindo Place Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2039227,,"Fast Food, Burger",350.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.6,Orange,Average,-2241.181684342359
6404082,Rocomamas,189.0,Cape Town,"107a Main Road, Green Point, Cape Town",Green Point,"Green Point, Cape Town",18.409153,,"Burger, Fast Food, Grill",250.0,Rand(R),No,No,No,No,3.0,3.6,Yellow,Good,131.0
17294441,Giuseppe's Pizza & Italian Specialities,,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,"Augusta, Augusta",-82.096,,"Desserts, Italian, Pizza",25.0,Dollar($),No,No,No,No,2.0,4.1,Green,Very Good,430.0
306636,Deli 63,1.0,New Delhi,"Shop 3, A-4, Opposite Paschim Vihar East Metro Station, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.1113276,28.6770448,"Fast Food, Street Food",,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.6,Yellow,Good,52.0
310653,Baked Buns,,New Delhi,"6/276, Lalita Park, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2731602,28.6301736,Fast Food,,Indian Rupees(Rs.),No,Yes,No,No,,3.1,Orange,Average,18.0
17293163,Choo Choo Eastside,216.0,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",Athens,"Athens, Athens",-83.3389,,"Japanese, Korean",,Dollar($),No,No,No,No,1.0,3.9,Yellow,Good,439.0
18443506,The Fisherman's Wharf,-291.05966926329165,Hyderabad,"304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Gachibowli,"Gachibowli, Hyderabad",78.3296446,,"Seafood, Continental, Goan, Asian, Andhra",1500.0,Indian Rupees(Rs.),Yes,No,No,No,3.0,3.8,Yellow,Good,
7100119,Hippopotamus - Museum Hotel,-291.05966926329165,Wellington City,"Museum Hotel, Level 3, 90 Cable Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.782427,-41.291774,"French, Kiwi",200.0,NewZealand($),No,No,No,No,4.0,4.4,Green,Very Good,125.0
7310,Adish,1.0,New Delhi,"AB 2, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",,28.565381,"North Indian, Chinese, South Indian",700.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.1,Orange,Average,45.0
6601218,New Koto,30.0,Brasí_lia,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",,-15.82733333,Japanese,,Brazilian Real(R$),No,No,No,No,4.0,3.7,Yellow,Good,5.0
309805,Rigo Noodles,1.0,New Delhi,"30, 4B, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.20720008,,"Chinese, Thai",500.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.5,Yellow,Good,133.0
5899,Roll Club,1.0,New Delhi,"30,G.F, Living Style Mall, Main Kalindi Kunj Road, Jasola, New Delhi","Living Style Mall, Jasola","Living Style Mall, Jasola, New Delhi",77.2969868,28.541186,Fast Food,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.7,Orange,Average,27.0
17615855,Huey's On The River,216.0,Savannah,"115 E River St, Savannah, GA 31401",Savannah,"Savannah, Savannah",,32.0812,"Breakfast, Cajun",40.0,Dollar($),No,No,No,No,,4.1,Green,Very Good,
18337907,Gabbar Di Hatti,1.0,New Delhi,"R-39, Opposite Metro Pillar - 47,  Shakurpur, Vikas Marg",Vikas Marg,"Vikas Marg, New Delhi",,28.6580412,"North Indian, Mughlai",300.0,Indian Rupees(Rs.),No,No,No,No,-3.4504263169522864,3.4,Orange,Average,
300591,Rajeev Restaurant,,New Delhi,"5, Behind Hotel Royal Plaza, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.2166027,-42.206274079274976,North Indian,-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,,3.0,Orange,Average,
1823,Shiv Saras Vyanjan,1.0,Faridabad,"Shop 2398, Sector 7-A, Near, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",77.3282696,28.3691677,Mithai,100.0,Indian Rupees(Rs.),No,No,No,No,,2.9,Orange,Average,5.0
8228,Kanha Bhog,,Noida,"A-2/33, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38745894,28.53358145,"Mithai, Street Food",150.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.6,Orange,Average,26.0
303595,Chicken Khurana,1.0,New Delhi,"F-15/40, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1320227,28.7341659,"North Indian, Mughlai",550.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.7,Orange,Average,
18421029,Foodrath,,Gurgaon,"Shop GF, 105-H, Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon","Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon",77.0793669,,"North Indian, Chinese",400.0,Indian Rupees(Rs.),No,No,No,No,,3.0,Orange,Average,4.0
6703176,Veloso,,Sí£o Paulo,"Rua Conceií_í£o Veloso, 56, Vila Mariana, Sí£o Paulo",Vila Mariana,"Vila Mariana, Sí£o Paulo",-46.63566667,-23.58516667,"Brazilian, Bar Food, Beverages",70.0,Brazilian Real(R$),No,No,No,No,,4.6,Dark Green,Excellent,58.0
7516,The Food Store - DoubleTree by Hilton,1.0,Gurgaon,"DoubleTree by Hilton, Golf Course Road, Sector 56, Gurgaon","DoubleTree by Hilton, Sector 56","DoubleTree by Hilton, Sector 56, Gurgaon",77.104693,28.4221468,"European, Italian",,Indian Rupees(Rs.),Yes,No,No,No,,3.6,Yellow,Good,58.0
18423901,Niti Shake & Ice Cream Hub,1.0,New Delhi,"G 75, Agarwal Cyber Plaza II, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1499094,28.6936265,"Desserts, Beverages",200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.8,Yellow,Good,23.0
220,Domino's Pizza,,New Delhi,"6-7, Commercial Shopping Complex, Shanti Niketan Marg, New Delhi",Shanti Niketan Marg,"Shanti Niketan Marg, New Delhi",77.1684077,28.5771317,"Pizza, Fast Food",700.0,Indian Rupees(Rs.),No,No,No,No,2.0,2.8,Orange,Average,85.0
6601862,Taypíç,30.0,Brasí_lia,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Brasí_lia",Lago Sul,"Lago Sul, Brasí_lia",-47.872359,-15.860621,"Peruvian, Latin American",100.0,Brazilian Real(R$),No,No,No,No,4.0,3.6,Yellow,Good,
209654,Rasoi Ghar,214.0,Dubai,"Zainal Mohebi Plaza, Sheikh Khalifa Bin Zayed Road, Opposite Centrepoint, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.3019169,25.25007862,Indian,90.0,Emirati Diram(AED),Yes,Yes,No,No,2.0,4.3,Green,Very Good,1281.0
18359287,Chin China,1.0,New Delhi,"Shop 1, RG Complex 1, Prashant Vihar, New Delhi",Prashant Vihar,"Prashant Vihar, New Delhi",,-42.206274079274976,Chinese,150.0,Indian Rupees(Rs.),No,No,No,No,,3.1,Orange,Average,9.0
4473,Haldiram's,1.0,Noida,"L-1, Centre Stage Mall, Sector 18, Noida","Centre Stage Mall, Sector 18","Centre Stage Mall, Sector 18, Noida",,28.5680476,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.5,Yellow,Good,
3900232,Kerala Cafe,1.0,Varanasi,"Bhelupur Crossing, Bhelupur, Varanasi",Bhelupur,"Bhelupur, Varanasi",,0.0,South Indian,300.0,Indian Rupees(Rs.),No,No,No,No,,3.6,Yellow,Good,
17606621,HI Lite Bar & Lounge,216.0,Miller,"109 N Broadway Ave, Miller, SD 57362",Miller,"Miller, Miller",-98.9891,44.5158,,0.0,Dollar($),No,No,No,No,1.0,3.4,Orange,Average,11.0
301301,Bhogal Chole Bhature Wala,1.0,New Delhi,"Scindia House, K G Marg, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.22037341,28.62921603,Street Food,,Indian Rupees(Rs.),No,No,No,No,1.0,3.8,Yellow,Good,
785,Costa Coffee,1.0,New Delhi,"M-38, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",,28.5337162,Cafe,600.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.5,Yellow,Good,
18396180,Sheetla Dhaba,1.0,Gurgaon,"Dharma Colony, Opposite ACP Office, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0358272,,North Indian,400.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
5904,Club Tokyo - Best Western Skycity Hotel,-291.05966926329165,Gurgaon,"Best Western Skycity Hotel, 1 Old Judicial Complex, Sector 15, Gurgaon","Best Western Skycity Hotel, Sector 15, Gurgaon","Best Western Skycity Hotel, Sector 15, Gurgaon, Gurgaon",77.0347151,28.4580879,Japanese,,Indian Rupees(Rs.),Yes,No,No,No,,2.8,Orange,Average,13.0
17144717,Giovanni's Shrimp Truck,216.0,Rest of Hawaii,"56-505 Kamehameha Hwy, Kahuku, HI 96731",Kahuku,"Kahuku, Rest of Hawaii",,21.677078,Seafood,25.0,Dollar($),No,No,No,No,,4.5,Dark Green,Excellent,
18357819,Nutri Lunch,1.0,New Delhi,"B-422, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2921201,28.532939,North Indian,,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,-2241.181684342359
302685,New Laxmi Sweets,,New Delhi,"Opposite Batra Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2146979,28.7110956,"South Indian, Chinese, Fast Food, Mithai",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,1.0,2.8,Orange,Average,
311634,Keventers,1.0,New Delhi,"Ground Floor, High Street, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21866552,28.52845965,Beverages,-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,1.0,3.9,Yellow,Good,
300635,Janta Sweets,1.0,New Delhi,"9360 61/8, Multani Dhanda",Paharganj,"Paharganj, New Delhi",,28.64754161,"Street Food, Mithai",200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.0,Orange,Average,9.0
18241896,Zizo,,Gurgaon,"Palm Spring Plaza, Sector 54, Gurgaon",Sector 54,"Sector 54, Gurgaon",77.1011865,28.4454847,"Lebanese, Mediterranean, Middle Eastern, Arabian",,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,3.9,Yellow,Good,
18312665,Best Chicken Corner,1.0,New Delhi,"Main Rohtak Road, Near Sutan Puri More, Opposite Metro Pillar 373, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",,,North Indian,650.0,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,0.0
18464002,Hot Fork,,Gurgaon,"C-98, Vyapar Kendra, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0313937,28.5091367,"Chinese, Fast Food",400.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
309080,Chulha Punjabi Da,1.0,New Delhi,"36, C.S.C, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",,28.53634285,"North Indian, Chinese, Fast Food",,Indian Rupees(Rs.),No,Yes,No,No,,2.4,Red,Poor,41.0
18282012,Milk n More,1.0,New Delhi,"2406, Chawri Bazar, New Delhi",Chawri Bazar,"Chawri Bazar, New Delhi",,28.650566,"Desserts, Street Food",100.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.1,Orange,Average,6.0
18017615,What's Up,,Kolkata,"122A, Southern Avenue, Kolkata",Southern Avenue,"Southern Avenue, Kolkata",88.36250436,,"Cafe, Chinese, Continental",,Indian Rupees(Rs.),Yes,No,No,No,3.0,4.0,Green,Very Good,1126.0
309807,Cottage Cafí© by Smoothie factory,,New Delhi,"Cottage Emporium, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.21970689,28.62590527,"Cafe, Desserts, Healthy Food, Juices",650.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.7,Yellow,Good,
18429396,Juniper Bar - Andaz Delhi,1.0,New Delhi,"Andaz Delhi, Asset 1, Aerocity, New Delhi","Andaz Delhi, Aerocity","Andaz Delhi, Aerocity, New Delhi",77.12181085,28.55480667,"North Indian, European",,Indian Rupees(Rs.),Yes,No,No,No,3.0,3.0,Orange,Average,4.0
18370535,Meatwale.com,1.0,New Delhi,"Shop 43, DLF South Square Mall, Sarojini Nagar, New Delhi","DLF South Square, Sarojini Nagar","DLF South Square, Sarojini Nagar, New Delhi",77.194929,,"North Indian, Indian",300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
306656,Prince Fried N Grilled Chicken,1.0,New Delhi,"Shop 3, Block C, Shivpuri, Main Patparganj Road, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2776449,28.652892,North Indian,450.0,Indian Rupees(Rs.),No,No,No,No,1.0,2.7,Orange,Average,18.0
18384142,Crudo Juicery,1.0,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.1049154,28.4871499,"Beverages, Salad, Beverages",400.0,Indian Rupees(Rs.),No,Yes,No,No,,4.3,Green,Very Good,33.0
313120,Uncle's Patty,1.0,Noida,"21/A, Krishna Apra Plaza, Commercial Belt, Alpha 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5102866,,Fast Food,500.0,Indian Rupees(Rs.),No,No,No,No,,3.5,Yellow,Good,28.0
312169,Pizza Yum,1.0,New Delhi,"D-1/23, Street 5, Mahavir Enclave, Palam Dabri Road, Palam, New Delhi",Palam,"Palam, New Delhi",,28.5974151,"Pizza, Fast Food",650.0,Indian Rupees(Rs.),No,No,No,No,2.0,2.7,Orange,Average,8.0
18357542,Food For Thought,1.0,New Delhi,"14, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",,28.5322332,"North Indian, Italian",700.0,Indian Rupees(Rs.),No,Yes,No,No,,3.8,Yellow,Good,55.0
18349733,The Ice Cafe,1.0,New Delhi,"25-UB, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",,28.6815983,"Cafe, Chinese, Continental, Italian, Desserts, Beverages",400.0,Indian Rupees(Rs.),No,No,No,No,-3.4504263169522864,3.2,Orange,Average,28.0
18374707,Man Vs Food The Kitchen,1.0,New Delhi,"Shop 125, Defence Colony Flyover Complex, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.238347,28.576813,"North Indian, Mughlai",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.1,Orange,Average,9.0
17953929,Cafe Einstein,1.0,New Delhi,"21, Paharpur Business Centre, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",,-42.206274079274976,"North Indian, Fast Food",550.0,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,1.0
307951,Just Vada Pav,-291.05966926329165,New Delhi,"E-157, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25293074,,Street Food,150.0,Indian Rupees(Rs.),No,No,No,No,,3.6,Yellow,Good,94.0
18466943,GoGourmet,1.0,Gurgaon,"Unit 2B, Amenity Block-II, Candor Techspace, Sector 21, Gurgaon",Sector 21,"Sector 21, Gurgaon",77.0716913,-42.206274079274976,"Healthy Food, Beverages",600.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.2,Orange,Average,
5701917,P.F. Chang's,214.0,Abu Dhabi,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.35782894,,Chinese,,Emirati Diram(AED),No,No,No,No,4.0,4.2,Green,Very Good,435.0
18306533,The Brewhouse,-291.05966926329165,Gurgaon,"Fortune Select Excalibur, Sector 49, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.04178983,,Continental,,Indian Rupees(Rs.),Yes,No,No,No,,4.1,Green,Very Good,
303590,Vaishno Amritsari Dhaba,1.0,New Delhi,"G-12, Aggarwal Tower, Local Shopping Complex 2, Near AVB Public School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",,28.6278421,North Indian,350.0,Indian Rupees(Rs.),No,Yes,No,No,,3.2,Orange,Average,51.0
18265677,The Krib,,New Delhi,"A-8, Kailash Park, Near Metro Pillar 326, Opposite Kalra Hospital, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1384406,28.6557286,"Italian, Continental",2500.0,Indian Rupees(Rs.),Yes,No,No,No,,3.2,Orange,Average,14.0
18331053,Patiala,-291.05966926329165,Gurgaon,"16-F, Madanpuri Road, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0204469,28.4667702,"Mughlai, Chinese",600.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.4,Orange,Average,-2241.181684342359
18471259,Pind Bawarchi,1.0,Gurgaon,"Shop 4 & 5, Huda Market, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",,28.4728921,"North Indian, Chinese",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.1,Orange,Average,
18241858,Muradabadi Biryani,1.0,New Delhi,"E-68, Gurunanak Pura, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",,,Hyderabadi,,Indian Rupees(Rs.),No,No,No,No,1.0,2.6,Orange,Average,18.0
304803,Annapurna Sweets Palace,1.0,New Delhi,"K-1249, Opposite Sanjay Gandhi Hospital, Mangolpuri, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0820784,28.6934044,"Mithai, Street Food",100.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
310762,The Cake Shop,1.0,Noida,"Shop A-79, Opposite Kotak Mahindra Bank, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38716993,28.53395848,Bakery,250.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,
303592,Bhatia Sweets,1.0,New Delhi,"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.305996,28.630711,"Mithai, South Indian, Street Food",,Indian Rupees(Rs.),No,No,No,No,1.0,3.5,Yellow,Good,97.0
312523,The Rolling Pin Bakery,1.0,Gurgaon,"C-9/9-D, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0983092,28.4679828,Bakery,500.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.1,Orange,Average,10.0
709,Baskin Robbins,1.0,New Delhi,"67, Community Centre Market, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.2683524,28.5620725,Ice Cream,300.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.3,Orange,Average,38.0
18415355,KFC,,Gurgaon,"Plot 98, Main market, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.047405,28.4740886,"American, Fast Food, Burger",-37177.57166143142,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.7,Orange,Average,
9850,Gulshan Pastry Shop,1.0,New Delhi,"A 73, Silver Complex, Shakarpur, Madhuban Chowk, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",,28.6358385,Bakery,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.0,Orange,Average,
3632,Punjabi Zaika,1.0,New Delhi,"23, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",,28.5364501,"Chinese, Mughlai, North Indian",500.0,Indian Rupees(Rs.),No,Yes,No,No,,2.9,Orange,Average,
18424588,Tiffin Man House,1.0,Noida,"N 97, Behind Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.369567,28.6188035,North Indian,,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
18163892,The Delhi Canteen,1.0,New Delhi,"30, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2142624,28.5384888,"North Indian, Continental, Asian, Chinese, Thai",1000.0,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,3.6,Yellow,Good,305.0
309756,Khatey Raho,1.0,New Delhi,"Shop 22, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",232.139561662814,28.5401398,"North Indian, Mughlai, Fast Food, South Indian",250.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.3,Orange,Average,26.0
309178,Kumar Pastry Shop,,New Delhi,"6/33, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",,,"Bakery, Fast Food",300.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.2,Orange,Average,
308069,Cafe Regent,1.0,New Delhi,"Hotel Regent Grand, 2/6 East Patel Nagar, Near Pusa Road, East Patel Nagar, New Delhi","Hotel Regent Grand, Karol Bagh","Hotel Regent Grand, Karol Bagh, New Delhi",232.139561662814,-42.206274079274976,Cafe,,Indian Rupees(Rs.),No,No,No,No,,3.0,Orange,Average,7.0
18375413,Rama Desi Ghee Meat Wala,,New Delhi,"IA, Block 10 C, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",0.0,0.0,North Indian,650.0,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,0.0
18396179,Biryani Blues,1.0,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",,,"Biryani, Hyderabadi",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,3.0,3.5,Yellow,Good,18.0
