Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,target
512.0,528439060,,RL,76.0,9139.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,,2006.0,2006.0,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,Unf,0.0,1043.0,1422.0,GasA,Ex,Y,SBrkr,1432.0,0.0,0.0,1432.0,0.0,0.0,2.0,0.0,,,Gd,7.0,Typ,,Gd,Attchd,2006.0,Fin,2.0,492.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,,,,,9.0,2009.0,WD ,Normal,245000
1565.0,914465060,20.0,RL,,,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8.0,5.0,2002.0,2002.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,,,0.0,,,0.0,2.0,,3.0,1.0,Gd,7.0,Typ,,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150.0,59.0,0.0,0.0,0.0,0.0,,,,0.0,,2008.0,WD ,Normal,271000
1621.0,527126030,120.0,RL,41.0,51635.08094472114,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2000.0,2000.0,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,Unf,0.0,298.0,,GasA,Ex,Y,SBrkr,1652.0,0.0,0.0,,1.0,0.0,,0.0,,1.0,Ex,6.0,Typ,0.0,,Attchd,2000.0,RFn,2.0,499.0,TA,TA,Y,,,,,0.0,0.0,,,,0.0,,2007.0,WD ,Normal,251000
5950.31783923197,533223020,,FV,24.0,2572.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,,5.0,1999.0,1999.0,Hip,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,,Unf,,92.0,,GasA,Ex,Y,SBrkr,696.0,720.0,0.0,1416.0,,0.0,2.0,1.0,3.0,1.0,Gd,15.177956801944864,Typ,0.0,,Detchd,1999.0,Unf,,484.0,TA,TA,Y,-469.7920973771289,44.0,,0.0,,,,,,0.0,,2010.0,WD ,Normal,155000
322.0,921128020,,RL,,13214.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,,5.0,,2009.0,Hip,CompShg,Stucco,CmentBd,,,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,,2002.0,2002.0,GasA,Ex,Y,SBrkr,,0.0,0.0,2018.0,0.0,0.0,2.0,0.0,3.0,,Ex,10.0,Typ,,Gd,Attchd,2009.0,Fin,,746.0,TA,TA,Y,,,0.0,,0.0,,,,,0.0,,2010.0,WD ,Normal,378500
,527453140,120.0,RL,24.0,2280.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7.0,5.0,,1975.0,Gable,CompShg,Plywood,Brk Cmn,,,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,TA,Y,SBrkr,1055.0,0.0,0.0,1055.0,0.0,1.0,2.0,0.0,2.0,,TA,4.0,Typ,1.0,Fa,Attchd,1975.0,RFn,,,TA,TA,Y,,,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD ,Normal,123000
696.0,902103170,50.0,RM,52.0,5720.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5.0,,1941.0,,Gable,CompShg,Wd Sdng,Wd Sdng,,,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676.0,2554.7588362003225,-223.13665560791358,1131.0,0.0,,,1.0,,1.0,TA,5.0,Typ,0.0,,Detchd,1941.0,Unf,1.0,,TA,TA,Y,26.0,,0.0,0.0,,,,,,0.0,8.0,2009.0,WD ,Abnorml,66500
257.0,907125090,85.0,RL,82.0,11105.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,-1.441833820124426,5.0,,1996.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Fa,Av,GLQ,870.0,Unf,0.0,,870.0,GasA,Gd,Y,SBrkr,965.0,0.0,,965.0,1.0,,,,2.0,1.0,TA,4.0,Typ,0.0,,Attchd,1998.0,Unf,2.0,580.0,Gd,TA,Y,,0.0,,0.0,0.0,-167.5295226762741,,GdPrv,,0.0,7.0,2014.3374364086912,WD ,Normal,159000
1245.0,535180120,,RL,75.0,10425.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1956.0,1958.0,Gable,CompShg,MetalSd,MetalSd,,,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,,GasA,Gd,Y,SBrkr,1104.0,,0.0,1104.0,1.0,0.0,,0.0,3.0,1.0,TA,,Typ,,,Attchd,1956.0,RFn,1.0,,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2008.0,WD ,Normal,133000
2751.0,906380110,,RL,133.0,11003.0,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2005.0,,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1308.0,1308.0,GasA,Ex,Y,SBrkr,1308.0,568.0,,1876.0,0.0,0.0,2.0,,3.0,1.0,Gd,7.0,Typ,0.0,,BuiltIn,,RFn,3.0,848.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,New,Partial,229800
,903430040,45.0,RM,,,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,,4.0,,,Gable,CompShg,AsbShng,AsbShng,,,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,2846.6190801320727,592.0,GasA,TA,N,FuseA,,240.0,0.0,1173.0,0.0,,2.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,,Detchd,1920.0,Unf,1.0,240.0,TA,Fa,Y,0.0,25.0,319.9259412829166,,0.0,0.0,,MnPrv,,0.0,9.0,2007.0,WD ,AdjLand,113000
1548.0,910202100,30.0,RM,,,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,,8.0,,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,,,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,816.0,GasA,Ex,Y,SBrkr,-555.0979682483915,0.0,0.0,,0.0,0.0,1.0,2.555905064168729,2.0,1.0,TA,5.0,Typ,,,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0.0,0.0,319.9259412829166,,301.39295295660617,0.0,,,,0.0,,2008.0,WD ,Normal,120500
,905452160,,RL,75.0,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,1998.0,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,954.0,Unf,,,1172.0,GasA,TA,Y,SBrkr,1172.0,0.0,0.0,1172.0,1.0,0.0,1.0,0.0,3.0,2.1819510434159888,TA,,Typ,3.709327020859059,,Attchd,1954.0,Fin,,366.0,TA,TA,Y,240.0,,0.0,0.0,0.0,,,,,0.0,6.0,2010.0,WD ,Normal,128000
2164.0,907414070,20.0,RL,65.0,,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,,2005.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,Av,GLQ,709.0,Unf,0.0,460.0,1169.0,GasA,Ex,Y,SBrkr,,,0.0,,1.0,,,0.0,2.0,1.0,Gd,5.0,Typ,0.0,,Attchd,,RFn,,578.0,TA,TA,Y,100.0,,0.0,0.0,0.0,0.0,,,,0.0,10.0,2007.0,WD ,Normal,173500
1269.0,535451230,20.0,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1950.0,1950.0,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,2846.6190801320727,0.0,GasA,Gd,Y,SBrkr,1048.0,0.0,0.0,1048.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Min1,,,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0.0,,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,98300
1299.0,902136110,50.0,RM,44.0,5914.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,,1890.0,1996.0,Gable,CompShg,Wd Sdng,HdBoard,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,,GasA,Gd,Y,SBrkr,,396.0,0.0,1080.0,0.0,0.0,,0.0,,,Gd,5.0,Typ,0.0,,,,,0.0,0.0,,,N,0.0,165.0,30.0,0.0,,0.0,,,,0.0,,2008.0,WD ,Normal,95000
,533213010,,FV,,3830.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6.0,,,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1726.0,,GasA,Ex,Y,SBrkr,,0.0,0.0,1726.0,0.0,0.0,-0.8084437610167361,1.0,2.0,2.1819510434159888,Gd,6.0,Typ,1.0,Gd,Attchd,,Fin,,561.0,TA,TA,Y,,254.0,0.0,0.0,0.0,0.0,,,,,1.0,2014.3374364086912,New,Partial,222000
1713.0,528172050,-178.015893760329,RL,70.0,9926.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7.0,11.613754646325203,2005.0,2105.2378384116378,Gable,CompShg,VinylSd,VinylSd,BrkFace,859.8844378579166,Gd,TA,PConc,Gd,TA,Mn,GLQ,1178.0,Unf,0.0,436.0,,GasA,Ex,Y,SBrkr,1614.0,0.0,,1614.0,1.0,,2.0,0.0,,,Gd,,Typ,0.0,,Attchd,2005.0,RFn,3.0,,TA,TA,Y,,38.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2007.0,WD ,Normal,245700
1984.0,902202070,30.0,RM,,,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,,,1937.0,,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168.0,Unf,,739.0,907.0,GasA,TA,Y,SBrkr,1131.0,0.0,,4249.57633327845,,0.0,,,,,TA,7.0,Typ,0.0,,Detchd,1995.0,Unf,2.0,672.0,TA,TA,Y,0.0,72.0,,0.0,0.0,,,MnPrv,,0.0,20.711130808553364,2007.0,WD ,Alloca,89471
1018.0,527301245,20.0,RL,63.0,,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7.0,6.0,1988.0,1988.0,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,Gd,TA,CBlock,Gd,Gd,Mn,GLQ,983.0,Unf,0.0,692.0,1675.0,GasA,Ex,Y,SBrkr,1688.0,0.0,,1688.0,1.0,0.0,,0.0,2.0,1.0,Ex,6.0,Typ,,Ex,Attchd,1988.0,RFn,2.0,528.0,TA,TA,Y,0.0,48.0,,0.0,141.0,0.0,,,,0.0,6.0,,WD ,Normal,226500
730.0,903201020,30.0,RL,,6615.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6.0,,1923.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1022.0,1022.0,GasA,TA,N,FuseA,1432.0,0.0,0.0,,0.0,,,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,BuiltIn,1923.0,Unf,,,Fa,TA,Y,266.0,61.0,0.0,0.0,,0.0,,GdWo,,0.0,9.0,2009.0,WD ,Normal,149000
784.0,905377010,20.0,RL,,17140.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,,1956.0,1956.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229.0,0.0,0.0,1229.0,3.04696634796308,0.0,1.0,0.0,3.0,,TA,,Typ,0.0,,Attchd,1956.0,RFn,1.0,284.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,WD ,Normal,135000
,528104080,60.0,RL,67.0,14948.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,,1853.8858250844148,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1330.0,Unf,0.0,,1452.0,GasA,Ex,Y,SBrkr,1476.0,1237.0,,2713.0,1.0,0.0,2.0,,3.0,1.0,Ex,11.0,Typ,,Gd,Attchd,,Fin,3.0,,TA,TA,Y,,66.0,,0.0,0.0,0.0,,,,,11.0,,New,Partial,446261
5950.31783923197,909279040,30.0,RL,80.0,11600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,,5.0,1922.0,1950.0,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,700.0,700.0,GasA,Ex,Y,SBrkr,,0.0,0.0,1180.0,0.0,0.0,1.0,,2.0,2.1819510434159888,Fa,5.0,Typ,1.0,Gd,Detchd,1922.0,Unf,,252.0,TA,Fa,Y,0.0,0.0,319.9259412829166,,301.39295295660617,0.0,,,,0.0,7.0,2006.0,WD ,Normal,137500
2014.0,903231090,50.0,RM,,6240.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6.0,5.0,,1950.0,Gable,CompShg,VinylSd,VinylSd,,859.8844378579166,TA,TA,BrkTil,TA,TA,No,LwQ,52.0,Unf,0.0,809.0,861.0,GasA,Gd,Y,SBrkr,861.0,,,,,0.0,1.0,,-0.6555259213363729,1.0,TA,,Typ,1.0,Gd,Detchd,1968.0,Unf,2.0,528.0,TA,TA,Y,225.0,,,0.0,,0.0,,,,0.0,3.0,2007.0,WD ,Normal,126000
479.0,528240060,80.0,RL,,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8.0,5.0,,2002.0,Hip,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,1042.2426370613898,55.0,,GasA,Ex,Y,SBrkr,779.0,640.0,,1419.0,1.0,0.0,,,3.0,1.0,Gd,7.0,Typ,1.0,TA,BuiltIn,2002.0,Fin,,527.0,TA,TA,Y,120.0,,0.0,,0.0,0.0,,,,,,2009.0,WD ,Normal,184100
,905480240,,RL,60.0,9084.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5.0,,1941.0,2105.2378384116378,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,0.0,,GasA,TA,N,SBrkr,,495.0,0.0,1111.0,0.0,1.0,1.0,,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,,Unf,,200.0,TA,Fa,Y,,,0.0,,0.0,0.0,,,,0.0,3.0,2008.0,ConLw,Normal,95000
987.0,923400110,60.0,RL,188.7414793334639,10429.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5.0,5.0,,,Gable,CompShg,HdBoard,Wd Shng,,0.0,TA,TA,PConc,Gd,TA,No,ALQ,330.0,Unf,0.0,,3645.5306589443853,GasA,TA,Y,SBrkr,624.0,663.0,0.0,4249.57633327845,0.0,0.0,1.0,1.0,,1.0,TA,,Typ,0.0,,Detchd,2001.0,Unf,2.0,440.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,,,,0.0,7.0,2014.3374364086912,WD ,Normal,130000
556.0,532353130,-178.015893760329,RL,71.0,7064.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,,,,GasA,TA,Y,SBrkr,,,0.0,980.0,0.0,0.0,,0.0,3.0,1.0,TA,6.0,Typ,,,Detchd,,Unf,,,TA,TA,Y,192.0,0.0,0.0,0.0,,,,,,,,,WD ,Normal,135000
938.0,909475040,20.0,RL,,,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7.0,,1971.0,2009.0,Hip,CompShg,BrkFace,BrkFace,,,Gd,Gd,CBlock,Gd,TA,No,GLQ,2836.133187882008,ALQ,,581.0,1803.0,GasA,TA,Y,SBrkr,2365.0,0.0,,2365.0,1.0,0.0,,0.0,3.0,1.0,Ex,7.0,Min1,,Gd,Attchd,,Fin,2.0,551.0,TA,TA,Y,200.0,144.0,0.0,,0.0,,,GdPrv,,0.0,,,WD ,Normal,315000
,903455030,50.0,RM,,,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1915.0,1978.0,Gable,CompShg,HdBoard,HdBoard,,,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Gd,Y,SBrkr,,,0.0,1308.0,0.0,0.0,2.0,2.555905064168729,2.0,1.0,TA,,Typ,,,Detchd,1950.0,Unf,6.470895471140668,400.0,Fa,Fa,Y,0.0,0.0,117.0,-98.81835783373346,,0.0,,,,0.0,4.0,,WD ,Normal,120000
,532354060,,RL,188.7414793334639,7420.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1962.0,2105.2378384116378,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,2836.133187882008,Unf,0.0,640.0,1057.0,GasA,TA,Y,SBrkr,1057.0,0.0,,1057.0,0.0,0.0,,,3.0,1.0,TA,6.0,Typ,,,Detchd,1977.0,Fin,2.0,,TA,TA,Y,,0.0,0.0,,0.0,-167.5295226762741,,,,0.0,4.0,2007.0,WD ,Normal,132000
,535105060,-178.015893760329,RL,80.0,8400.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,9.0,1962.0,2005.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1319.0,1319.0,GasA,TA,Y,SBrkr,,0.0,0.0,1537.0,1.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1962.0,RFn,2.0,462.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,,GdPrv,,,7.0,2008.0,COD,Abnorml,174000
2259.0,916326090,,RL,149.0,19958.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6.0,8.0,1958.0,1995.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,1224.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Gd,Y,SBrkr,2279.0,0.0,,2279.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,,RFn,,,TA,TA,Y,274.0,,,0.0,,0.0,,GdPrv,,0.0,7.0,2007.0,WD ,Normal,257000
1160.0,533206050,120.0,FV,,4282.0,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,,5.0,2004.0,,Gable,CompShg,MetalSd,MetalSd,,,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,Unf,,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391.0,,0.0,1391.0,0.0,0.0,2.0,0.0,,1.0,Gd,5.0,Typ,0.0,,Attchd,,RFn,2.0,,TA,TA,Y,156.0,158.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD ,Normal,196000
2379.0,528102010,-178.015893760329,RL,129.0,16737.0,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9.0,,2004.0,2005.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,,Gd,TA,PConc,Ex,TA,Av,GLQ,,Unf,0.0,533.0,1980.0,GasA,Ex,Y,SBrkr,,0.0,0.0,1980.0,1.0,0.0,2.0,0.0,3.0,,Ex,8.0,Typ,,Gd,Attchd,2004.0,Fin,3.0,,TA,TA,Y,,45.0,,0.0,0.0,0.0,,,,0.0,9.0,2006.0,WD ,Normal,315000
2784.0,907201230,80.0,RL,42.0,,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,6.0,6.0,1978.0,1978.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,123.0,TA,TA,CBlock,TA,Gd,Av,ALQ,,LwQ,,0.0,995.0,GasA,TA,Y,SBrkr,1282.0,,0.0,1282.0,0.0,1.0,2.0,0.0,3.0,,TA,,Typ,,,Detchd,1989.0,Unf,3.0,,Fa,TA,Y,386.0,0.0,,0.0,0.0,-167.5295226762741,,,,0.0,4.0,2006.0,WD ,Normal,174000
,907280090,60.0,RL,,15295.0,Pave,,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,,,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,,98.0,860.0,GasA,Ex,Y,SBrkr,1212.0,780.0,0.0,1992.0,1.0,0.0,2.0,1.0,,1.0,Gd,7.0,Min2,2.0,TA,Attchd,,RFn,,,TA,TA,Y,,32.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2007.0,WD ,Normal,211000
1437.0,907181120,60.0,RL,68.0,8998.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,,2000.0,,Gable,CompShg,VinylSd,VinylSd,BrkFace,,Gd,TA,PConc,Gd,TA,Mn,GLQ,527.0,Unf,0.0,255.0,782.0,GasA,Ex,Y,SBrkr,782.0,870.0,0.0,1652.0,0.0,0.0,2.0,,3.0,,Gd,,Typ,0.0,,Attchd,,RFn,2.0,532.0,TA,TA,Y,0.0,70.0,0.0,-98.81835783373346,0.0,0.0,,,,0.0,6.0,2014.3374364086912,WD ,Normal,207500
2360.0,527402210,-178.015893760329,RL,188.7414793334639,,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1969.0,,Gable,CompShg,VinylSd,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75.0,Rec,791.0,,,GasA,Ex,Y,SBrkr,1096.0,0.0,,4249.57633327845,1.0,,1.0,0.0,3.0,1.0,TA,6.0,Typ,,,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,,32.0,,0.0,301.39295295660617,0.0,,,,0.0,3.0,2006.0,WD ,Abnorml,138800
2155.0,907280100,20.0,RL,,51635.08094472114,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9.0,5.0,,,Hip,CompShg,VinylSd,VinylSd,Stone,,Gd,TA,PConc,Gd,TA,Av,GLQ,1059.0,Unf,,567.0,1626.0,GasA,Ex,Y,SBrkr,,0.0,,1668.0,1.0,,2.0,,,,Gd,7.0,Typ,1.0,TA,Attchd,2002.0,Fin,3.0,-491.2498638223869,TA,TA,Y,,45.0,0.0,0.0,301.39295295660617,0.0,,,,0.0,,,WD ,Normal,285000
310.0,914467040,-178.015893760329,RL,188.7414793334639,11050.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8.0,5.0,1998.0,1999.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,Ex,Y,SBrkr,-555.0979682483915,,,1916.0,,0.0,2.0,2.555905064168729,,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1998.0,Unf,3.0,-491.2498638223869,TA,TA,Y,0.0,70.0,0.0,,301.39295295660617,-167.5295226762741,,,,0.0,,,WD ,Normal,254900
595.0,534202170,,RL,,9600.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,11.613754646325203,1967.0,,Hip,CompShg,HdBoard,HdBoard,,,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1568.0,,GasA,TA,Y,SBrkr,,,0.0,,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,,Attchd,1967.0,Unf,2.0,440.0,TA,TA,Y,,,0.0,,0.0,,,,,0.0,3.0,,COD,Normal,143000
